domain,run,understand,discover,enrich,transform,error
linear.app,1,11.99356724997051,107.19318516697967,17.36532924999483,0.0008452920010313392,
pennylane.com,1,11.028757583990227,77.9725636250223,21.589235207997262,0.0009232499869540334,
mistral.ai,1,45.02806270803558,132.07948437496088,16.5227944169892,0.0007897079922258854,
cal.com,1,9.64946341700852,59.360447375045624,22.729119583033025,0.0006299170199781656,
